BUY,MNT,Doors,Persons,Lug,Safe,class
low,high,duas,duas,med,med,unacc
low,high,duas,duas,med,high,unacc
low,high,duas,duas,big,low,unacc
low,high,duas,duas,big,med,unacc
low,high,duas,duas,big,high,unacc
low,high,duas,quatro,small,low,unacc
low,high,duas,quatro,small,med,acc
low,high,duas,quatro,small,high,acc
low,high,duas,quatro,med,low,unacc
low,high,duas,quatro,med,med,acc
low,high,duas,quatro,med,high,acc
low,high,duas,quatro,big,low,unacc
low,high,duas,quatro,big,med,acc
low,high,duas,quatro,big,high,vgood
low,high,duas,more,small,low,unacc
low,high,duas,more,small,med,unacc
low,high,duas,more,small,high,unacc
low,high,duas,more,med,low,unacc
low,high,duas,more,med,med,acc
low,high,duas,more,med,high,acc
low,high,duas,more,big,low,unacc
low,high,duas,more,big,med,acc
low,high,duas,more,big,high,vgood
low,high,tres,duas,small,low,unacc
low,high,tres,duas,small,med,unacc
low,high,tres,duas,small,high,unacc
low,high,tres,duas,med,low,unacc
low,high,tres,duas,med,med,unacc
low,high,tres,duas,med,high,unacc
low,high,tres,duas,big,low,unacc
low,high,tres,duas,big,med,unacc
low,high,tres,duas,big,high,unacc
low,high,tres,quatro,small,low,unacc
low,high,tres,quatro,small,med,acc
low,high,tres,quatro,small,high,acc
low,high,tres,quatro,med,low,unacc
low,high,tres,quatro,med,med,acc
low,high,tres,quatro,med,high,acc
low,high,tres,quatro,big,low,unacc
low,high,tres,quatro,big,med,acc
low,high,tres,quatro,big,high,vgood
low,high,tres,more,small,low,unacc
low,high,tres,more,small,med,acc
low,high,tres,more,small,high,acc
low,high,tres,more,med,low,unacc
low,high,tres,more,med,med,acc
low,high,tres,more,med,high,vgood
low,high,tres,more,big,low,unacc
low,high,tres,more,big,med,acc
low,high,tres,more,big,high,vgood
low,high,quatro,duas,small,low,unacc
low,high,quatro,duas,small,med,unacc
low,high,quatro,duas,small,high,unacc
low,high,quatro,duas,med,low,unacc
low,high,quatro,duas,med,med,unacc
low,high,quatro,duas,med,high,unacc
low,high,quatro,duas,big,low,unacc
low,high,quatro,duas,big,med,unacc
low,high,quatro,duas,big,high,unacc
low,high,quatro,quatro,small,low,unacc
low,high,quatro,quatro,small,med,acc
low,high,quatro,quatro,small,high,acc
low,high,quatro,quatro,med,low,unacc
low,high,quatro,quatro,med,med,acc
low,high,quatro,quatro,med,high,vgood
low,high,quatro,quatro,big,low,unacc
low,high,quatro,quatro,big,med,acc
low,high,quatro,quatro,big,high,vgood
low,high,quatro,more,small,low,unacc
low,high,quatro,more,small,med,acc
low,high,quatro,more,small,high,acc
low,high,quatro,more,med,low,unacc
low,high,quatro,more,med,med,acc
low,high,quatro,more,med,high,vgood
low,high,quatro,more,big,low,unacc
low,high,quatro,more,big,med,acc
low,high,quatro,more,big,high,vgood
low,high,5more,duas,small,low,unacc
low,high,5more,duas,small,med,unacc
low,high,5more,duas,small,high,unacc
low,high,5more,duas,med,low,unacc
low,high,5more,duas,med,med,unacc
low,high,5more,duas,med,high,unacc
low,high,5more,duas,big,low,unacc
low,high,5more,duas,big,med,unacc
low,high,5more,duas,big,high,unacc
low,high,5more,quatro,small,low,unacc
low,high,5more,quatro,small,med,acc
low,high,5more,quatro,small,high,acc
low,high,5more,quatro,med,low,unacc
low,high,5more,quatro,med,med,acc
low,high,5more,quatro,med,high,vgood
low,high,5more,quatro,big,low,unacc
low,high,5more,quatro,big,med,acc
low,high,5more,quatro,big,high,vgood
low,high,5more,more,small,low,unacc
low,high,5more,more,small,med,acc
low,high,5more,more,small,high,acc
low,high,5more,more,med,low,unacc
low,high,5more,more,med,med,acc
low,high,5more,more,med,high,vgood
low,high,5more,more,big,low,unacc
low,high,5more,more,big,med,acc
low,high,5more,more,big,high,vgood
low,med,duas,duas,small,low,unacc
low,med,duas,duas,small,med,unacc
low,med,duas,duas,small,high,unacc
low,med,duas,duas,med,low,unacc
low,med,duas,duas,med,med,unacc
low,med,duas,duas,med,high,unacc
low,med,duas,duas,big,low,unacc
low,med,duas,duas,big,med,unacc
low,med,duas,duas,big,high,unacc
low,med,duas,quatro,small,low,unacc
low,med,duas,quatro,small,med,acc
low,med,duas,quatro,small,high,good
low,med,duas,quatro,med,low,unacc
low,med,duas,quatro,med,med,acc
low,med,duas,quatro,med,high,good
low,med,duas,quatro,big,low,unacc
low,med,duas,quatro,big,med,good
low,med,duas,quatro,big,high,vgood
low,med,duas,more,small,low,unacc
low,med,duas,more,small,med,unacc
low,med,duas,more,small,high,unacc
low,med,duas,more,med,low,unacc
low,med,duas,more,med,med,acc
low,med,duas,more,med,high,good
low,med,duas,more,big,low,unacc
low,med,duas,more,big,med,good
low,med,duas,more,big,high,vgood
low,med,tres,duas,small,low,unacc
low,med,tres,duas,small,med,unacc
low,med,tres,duas,small,high,unacc
low,med,tres,duas,med,low,unacc
low,med,tres,duas,med,med,unacc
low,med,tres,duas,med,high,unacc
low,med,tres,duas,big,low,unacc
low,med,tres,duas,big,med,unacc
low,med,tres,duas,big,high,unacc
low,med,tres,quatro,small,low,unacc
low,med,tres,quatro,small,med,acc
low,med,tres,quatro,small,high,good
low,med,tres,quatro,med,low,unacc
low,med,tres,quatro,med,med,acc
low,med,tres,quatro,med,high,good
low,med,tres,quatro,big,low,unacc
low,med,tres,quatro,big,med,good
low,med,tres,quatro,big,high,vgood
low,med,tres,more,small,low,unacc
low,med,tres,more,small,med,acc
low,med,tres,more,small,high,good
low,med,tres,more,med,low,unacc
low,med,tres,more,med,med,good
low,med,tres,more,med,high,vgood
low,med,tres,more,big,low,unacc
low,med,tres,more,big,med,good
low,med,tres,more,big,high,vgood
low,med,quatro,duas,small,low,unacc
low,med,quatro,duas,small,med,unacc
low,med,quatro,duas,small,high,unacc
low,med,quatro,duas,med,low,unacc
low,med,quatro,duas,med,med,unacc
low,med,quatro,duas,med,high,unacc
low,med,quatro,duas,big,low,unacc
low,med,quatro,duas,big,med,unacc
low,med,quatro,duas,big,high,unacc
low,med,quatro,quatro,small,low,unacc
low,med,quatro,quatro,small,med,acc
low,med,quatro,quatro,small,high,good
low,med,quatro,quatro,med,low,unacc
low,med,quatro,quatro,med,med,good
low,med,quatro,quatro,med,high,vgood
low,med,quatro,quatro,big,low,unacc
low,med,quatro,quatro,big,med,good
low,med,quatro,quatro,big,high,vgood
low,med,quatro,more,small,low,unacc
low,med,quatro,more,small,med,acc
low,med,quatro,more,small,high,good
low,med,quatro,more,med,low,unacc
low,med,quatro,more,med,med,good
low,med,quatro,more,med,high,vgood
low,med,quatro,more,big,low,unacc
low,med,quatro,more,big,med,good
low,med,quatro,more,big,high,vgood
low,med,5more,duas,small,low,unacc
low,med,5more,duas,small,med,unacc
low,med,5more,duas,small,high,unacc
low,med,5more,duas,med,low,unacc
low,med,5more,duas,med,med,unacc
low,med,5more,duas,med,high,unacc
low,med,5more,duas,big,low,unacc
low,med,5more,duas,big,med,unacc
low,med,5more,duas,big,high,unacc
low,med,5more,quatro,small,low,unacc
low,med,5more,quatro,small,med,acc
low,med,5more,quatro,small,high,good
low,med,5more,quatro,med,low,unacc
low,med,5more,quatro,med,med,good
low,med,5more,quatro,med,high,vgood
low,med,5more,quatro,big,low,unacc
low,med,5more,quatro,big,med,good
low,med,5more,quatro,big,high,vgood
low,med,5more,more,small,low,unacc
low,med,5more,more,small,med,acc
low,med,5more,more,small,high,good
low,med,5more,more,med,low,unacc
low,med,5more,more,med,med,good
low,med,5more,more,med,high,vgood
low,med,5more,more,big,low,unacc
low,med,5more,more,big,med,good
low,med,5more,more,big,high,vgood
low,low,duas,duas,small,low,unacc
low,low,duas,duas,small,med,unacc
low,low,duas,duas,small,high,unacc
low,low,duas,duas,med,low,unacc
low,low,duas,duas,med,med,unacc
low,low,duas,duas,med,high,unacc
low,low,duas,duas,big,low,unacc
low,low,duas,duas,big,med,unacc
low,low,duas,duas,big,high,unacc
low,low,duas,quatro,small,low,unacc
low,low,duas,quatro,small,med,acc
low,low,duas,quatro,small,high,good
low,low,duas,quatro,med,low,unacc
low,low,duas,quatro,med,med,acc
low,low,duas,quatro,med,high,good
low,low,duas,quatro,big,low,unacc
low,low,duas,quatro,big,med,good
low,low,duas,quatro,big,high,vgood
low,low,duas,more,small,low,unacc
low,low,duas,more,small,med,unacc
low,low,duas,more,small,high,unacc
low,low,duas,more,med,low,unacc
low,low,duas,more,med,med,acc
low,low,duas,more,med,high,good
low,low,duas,more,big,low,unacc
low,low,duas,more,big,med,good
low,low,duas,more,big,high,vgood
low,low,tres,duas,small,low,unacc
low,low,tres,duas,small,med,unacc
low,low,tres,duas,small,high,unacc
low,low,tres,duas,med,low,unacc
low,low,tres,duas,med,med,unacc
low,low,tres,duas,med,high,unacc
low,low,tres,duas,big,low,unacc
low,low,tres,duas,big,med,unacc
low,low,tres,duas,big,high,unacc
low,low,tres,quatro,small,low,unacc
low,low,tres,quatro,small,med,acc
low,low,tres,quatro,small,high,good
low,low,tres,quatro,med,low,unacc
low,low,tres,quatro,med,med,acc
low,low,tres,quatro,med,high,good
low,low,tres,quatro,big,low,unacc
low,low,tres,quatro,big,med,good
low,low,tres,quatro,big,high,vgood
low,low,tres,more,small,low,unacc
low,low,tres,more,small,med,acc
low,low,tres,more,small,high,good
low,low,tres,more,med,low,unacc
low,low,tres,more,med,med,good
low,low,tres,more,med,high,vgood
low,low,tres,more,big,low,unacc
low,low,tres,more,big,med,good
low,low,tres,more,big,high,vgood
low,low,quatro,duas,small,low,unacc
low,low,quatro,duas,small,med,unacc
low,low,quatro,duas,small,high,unacc
low,low,quatro,duas,med,low,unacc
low,low,quatro,duas,med,med,unacc
low,low,quatro,duas,med,high,unacc
low,low,quatro,duas,big,low,unacc
low,low,quatro,duas,big,med,unacc
low,low,quatro,duas,big,high,unacc
low,low,quatro,quatro,small,low,unacc
low,low,quatro,quatro,small,med,acc
low,low,quatro,quatro,small,high,good
low,low,quatro,quatro,med,low,unacc
low,low,quatro,quatro,med,med,good
low,low,quatro,quatro,med,high,vgood
low,low,quatro,quatro,big,low,unacc
low,low,quatro,quatro,big,med,good
low,low,quatro,quatro,big,high,vgood
low,low,quatro,more,small,low,unacc
low,low,quatro,more,small,med,acc
low,low,quatro,more,small,high,good
low,low,quatro,more,med,low,unacc
low,low,quatro,more,med,med,good
low,low,quatro,more,med,high,vgood
low,low,quatro,more,big,low,unacc
low,low,quatro,more,big,med,good
low,low,quatro,more,big,high,vgood
low,low,5more,duas,small,low,unacc
low,low,5more,duas,small,med,unacc
low,low,5more,duas,small,high,unacc
low,low,5more,duas,med,low,unacc
low,low,5more,duas,med,med,unacc
low,low,5more,duas,med,high,unacc
low,low,5more,duas,big,low,unacc
low,low,5more,duas,big,med,unacc
low,low,5more,duas,big,high,unacc
low,low,5more,quatro,small,low,unacc
low,low,5more,quatro,small,med,acc
low,low,5more,quatro,small,high,good
low,low,5more,quatro,med,low,unacc
low,low,5more,quatro,med,med,good
low,low,5more,quatro,med,high,vgood
low,low,5more,quatro,big,low,unacc
low,low,5more,quatro,big,med,good
low,low,5more,quatro,big,high,vgood
low,low,5more,more,small,low,unacc
low,low,5more,more,small,med,acc
low,low,5more,more,small,high,good
low,low,5more,more,med,low,unacc
low,low,5more,more,med,med,good
low,low,5more,more,med,high,vgood
low,low,5more,more,big,low,unacc
low,low,5more,more,big,med,good
low,low,5more,more,big,high,vgood
